590,590,590,590,590,587,587,587,587,587,587,257,257,257,257,257,587,590,590,590
590,590,590,590,590,590,590,590,590,587,257,257,258,258,258,257,587,590,590,590
590,590,590,590,590,590,590,590,587,587,587,587,257,257,258,258,587,587,590,590
590,590,590,590,590,590,590,590,587,587,587,587,587,589,257,258,258,257,589,590
590,590,590,590,590,590,590,590,587,588,588,587,587,589,257,257,257,257,257,587
590,590,590,590,590,590,590,590,588,587,588,589,589,589,257,260,260,257,589,589
590,590,590,590,590,590,590,589,589,589,589,588,588,589,260,260,257,257,257,587
590,590,590,590,590,590,590,589,587,587,257,257,257,257,257,257,589,587,587,590
590,590,590,590,590,590,588,589,589,257,257,257,257,257,257,589,589,589,590,590
590,590,590,590,589,589,589,587,257,257,257,261,263,588,588,587,589,589,590,590
590,590,590,590,588,587,589,589,588,588,257,257,257,589,589,589,589,590,590,590
590,589,589,589,589,257,257,257,257,257,257,257,257,589,589,589,590,590,590,590
590,589,257,257,257,257,257,257,257,257,589,589,589,589,590,590,590,590,590,590
590,589,589,257,257,257,589,587,589,589,589,589,589,590,590,590,590,590,590,590
590,590,590,589,257,257,257,257,257,589,589,589,590,590,590,590,590,590,590,590
590,590,589,589,589,257,257,589,589,589,589,589,590,590,590,590,590,590,590,590
590,589,589,257,257,257,257,257,257,589,589,589,590,590,590,590,590,590,590,590
590,590,587,587,589,257,257,257,589,589,587,587,588,588,590,590,590,590,590,590
590,590,590,590,590,589,257,257,258,258,587,587,587,587,587,587,590,590,590,590
590,590,590,590,590,587,587,257,257,258,258,258,258,587,587,587,587,587,590,590
